ID,Engaj,Idade,Regiao,Regiao_int,Tipo_Cliente,Sexo,Total_gasto,Tempo_relacionamento,Campanha,Status
0025468162,7,45,Norte,N01,12,,1000,4,0,Prata
0025470892,12,34,Sul,S01,25,F,0.009999999999999998,5,1,Bronze
0025472631,8,69,Norte,N02,37,U,20483.22,3,0,Platino
0025476386,5,48,Norte,N02,25,U,0.009999999999999998,7,0,Bronze
0025480588,9,54,Norte,N02,10,F,2500,2,0,Prata
0025482246,9,47,Norte,N03,05,F,0.009999999999999998,9,0,Bronze
0025489216,9,72,Norte,N01,27,F,500,6,1,Prata
0025494139,9,48,Leste,L02,33,M,0.009999999999999998,6,0,Bronze
0025496743,11,33,Leste,L01,36,M,6000,1,1,Ouro
0025499068,5,49,Leste,L01,27,F,16105.32,7,0,Ouro
0025500392,9,60,Centro-Oeste,CO03,,,18000,2,0,Ouro
0025512811,,34,Centro-Oeste,CO01,12,,50,3,1,Prata
0025515128,4,56,Leste,L01,20,M,1000,9,0,Prata
0025518046,7,43,Leste,L01,12,U,0.009999999999999998,5,0,Bronze
0025519484,9,55,Norte,N02,44,F,420,4,0,Prata
0025519905,9,68,Norte,N02,04,M,2500,8,0,Prata
0025528041,9,47,Leste,L02,13,F,10000,1,0,Ouro
0025531719,8,68,Leste,L01,01,F,20039.879999999997,3,0,Platino
0025535412,12,79,Leste,L01,01,F,600,0,0,Prata
0025539604,9,61,Norte,N03,08,F,4500,19,0,Prata
0025550071,22,35,Leste,L01,12,M,0.009999999999999998,8,1,Bronze
0025550861,18,49,Leste,L01,34,F,2000,4,1,Prata
0025553801,9,48,Norte,N03,47,F,0.009999999999999998,5,0,Bronze
0025559362,9,68,Leste,L01,41,F,20728.91,3,0,Platino
0025560778,6,70,Oeste,O,30,F,15286.859999999999,4,0,Ouro
0025574191,6,63,Centro-Oeste,CO02,41,M,5000,9,0,Prata
0025575864,5,61,Leste,L02,05,F,3000,4,0,Prata
0025577883,10,74,Centro-Oeste,CO01,01,M,7553.349999999999,14,0,Ouro
0025578561,10,72,Leste,L01,21,U,0.009999999999999998,6,0,Bronze
0025585649,12,49,Leste,L02,34,M,0.009999999999999998,5,0,Bronze
0025592327,9,,Centro-Oeste,CO04,19,M,3000,8,0,Prata
0025594125,12,75,Leste,L02,08,F,18781.01,3,1,Ouro
0025599909,12,47,Norte,N03,20,F,1800,5,0,Prata
0025602373,10,46,Centro-Oeste,CO02,22,,6000.01,9,1,Ouro
0025611585,11,46,Centro-Oeste,CO01,34,F,0.009999999999999998,9,1,Bronze
0025615580,9,48,Leste,L01,50,M,3000,11,0,Prata
0025618202,19,43,Leste,L02,23,F,0.009999999999999998,5,1,Bronze
0025623931,7,38,Leste,L01,51,,1250,9,0,Prata
0025632132,8,58,Norte,N02,37,F,3000,5,1,Prata
0025634623,6,32,Centro-Oeste,CO02,46,F,5000,6,1,Prata
0025635522,8,65,Leste,L01,04,,4984.25,1,0,Prata
0025651099,9,69,Centro-Oeste,CO02,09,F,19000,1,1,Ouro
0025667254,7,55,Leste,L01,19,F,500,9,0,Prata
0025669044,8,56,Leste,L01,22,F,0.009999999999999998,9,0,Bronze
0025671219,4,31,Leste,L01,25,F,0.009999999999999998,8,1,Bronze
0025672843,12,59,Leste,L01,21,U,6000,3,0,Ouro
0025678027,6,76,Leste,L01,18,F,1420,11,1,Prata
0025683802,6,58,Leste,L01,41,M,0.009999999999999998,9,0,Bronze
0025691929,12,57,Norte,N02,04,,1000,2,0,Prata
0025692496,4,74,Leste,L01,24,,500,9,0,Prata
0025699628,8,33,Leste,L01,51,M,0.009999999999999998,5,0,Bronze
0025700375,6,65,Centro-Oeste,CO04,24,F,29758.93,3,0,Platino
0025708341,,67,Leste,L02,41,M,600,5,0,Prata
0025710699,7,69,Leste,L01,09,F,9600,14,0,Ouro
0025714694,,69,Leste,L01,44,U,10105.32,7,0,Ouro
0025718819,8,55,Oeste,O,27,U,0.009999999999999998,10,0,Bronze
0025729942,8,42,Leste,L02,27,M,1000.01,9,0,Prata
0025731939,13,51,Leste,L01,32,F,0.009999999999999998,5,0,Bronze
0025732706,8,45,Leste,L01,27,F,0.009999999999999998,5,0,Bronze
0025733036,6,47,Centro-Oeste,CO01,41,,5000,4,0,Prata
0025734490,6,34,Oeste,O,33,U,1000,2,0,Prata
0025739158,6,79,Centro-Oeste,CO02,41,U,6000,12,0,Ouro
0025746294,14,66,Norte,N02,36,F,2380,11,0,Prata
0025748491,4,54,Leste,L01,02,F,600,4,0,Prata
0025752626,9,53,Norte,N02,52,F,5000,4,0,Prata
0025756249,14,33,Leste,L01,17,F,0.009999999999999998,4,1,Bronze
0025758101,5,44,Norte,N02,28,F,0.009999999999999998,4,0,Bronze
0025766767,8,,Centro-Oeste,CO02,12,F,3000,9,0,Prata
0025769456,9,43,Leste,L01,08,M,2000,8,1,Prata
0025771388,12,67,Norte,N01,52,F,2052.5699999999997,13,1,Prata
0025774611,10,75,Norte,N03,51,F,3000,12,0,Prata
0025784897,10,62,Centro-Oeste,CO01,15,F,7000,6,0,Ouro
0025793942,10,78,Centro-Oeste,CO04,35,,5000,,0,Prata
0025796070,16,32,Centro-Oeste,CO02,08,F,8000,1,1,Ouro
0025799703,8,55,Centro-Oeste,CO04,12,F,2000,5,1,Prata
0025803328,7,38,Norte,N02,35,M,0.009999999999999998,8,1,Bronze
0025806505,11,72,Centro-Oeste,CO04,31,,3000,7,0,Prata
0025813528,7,42,Norte,N03,25,M,0.009999999999999998,4,1,Bronze
0025818538,8,59,Centro-Oeste,CO02,37,,0.009999999999999998,8,0,Bronze
0025820133,7,,Norte,N01,16,F,0.009999999999999998,5,0,Bronze
0025827634,7,76,Leste,L02,06,F,10000,5,1,Ouro
0025833510,9,62,Leste,L01,16,F,5634.13,4,0,Ouro
0025841114,9,50,Leste,L01,25,F,6000,1,1,Ouro
0025843737,10,73,Norte,N02,01,F,4000,1,1,Prata
0025846329,6,40,Leste,L01,27,M,3000,9,0,Prata
0025846752,7,59,Leste,L02,30,U,0.009999999999999998,5,0,Bronze
0025867830,5,54,Leste,L01,25,U,0.009999999999999998,15,0,Bronze
0025869582,12,58,Leste,L01,44,U,0.009999999999999998,8,0,Bronze
0025869884,9,43,Leste,L01,,M,6000,6,0,Ouro
0025871420,7,52,,,16,,6000,2,0,Ouro
0025877933,12,59,Leste,L01,21,F,5000,8,0,Prata
0025879359,12,38,Norte,N03,51,F,0.009999999999999998,5,1,Bronze
0025884840,11,67,Norte,N02,01,F,0.009999999999999998,7,0,Bronze
0025886789,12,49,Sul,S02,38,M,2800,10,0,Prata
0025888463,8,63,Centro-Oeste,CO04,33,F,20278.54,3,0,Platino
0025889311,11,78,Leste,L01,09,M,5800,17,0,Ouro
0025893394,10,73,Norte,N02,16,F,13624.289999999999,6,0,Ouro
0025894196,12,59,Leste,L02,,F,6000,5,1,Ouro
0025895524,8,46,Leste,L01,18,M,18053.35,7,0,Ouro
0025900501,8,47,,,53,F,2400,3,0,Prata
0025903012,9,,Leste,L01,10,F,0.009999999999999998,4,0,Bronze
0025926012,13,64,Leste,L02,06,F,12000,4,0,Ouro
0025931490,15,50,Centro-Oeste,CO02,23,F,0.009999999999999998,5,1,Bronze
0025932721,7,68,Centro-Oeste,CO01,27,F,0.009999999999999998,4,0,Bronze
0025936506,5,,Centro-Oeste,CO04,18,U,14884.25,26,0,Ouro
0025940767,6,69,Sul,S03,,,20885.91,3,0,Platino
0025941577,8,,Norte,N03,25,M,0.009999999999999998,8,0,Bronze
0025949527,11,49,,,53,M,0.009999999999999998,4,0,Bronze
0025958747,7,62,Leste,L01,44,F,0.009999999999999998,9,0,Bronze
0025962914,4,52,Centro-Oeste,CO02,37,F,10000,4,0,Ouro
0025964178,7,,Leste,L01,03,F,6000,1,0,Ouro
0025969374,7,68,Sul,S02,10,F,6000,5,0,Ouro
0025969706,8,60,Leste,L01,17,F,10905.32,8,0,Ouro
0025973991,8,33,Leste,L01,21,M,2500,3,0,Prata
0025974130,9,58,Leste,L01,04,M,12000,26,0,Ouro
0025974696,7,56,Leste,L01,27,F,12053.369999999999,8,0,Ouro
0025976303,7,43,Centro-Oeste,CO02,47,F,0.009999999999999998,,0,Bronze
0025977210,13,60,Centro-Oeste,CO01,23,M,1200,11,0,Prata
0025979981,9,37,Leste,L02,19,F,6000,9,1,Ouro
0025981277,10,66,Centro-Oeste,CO02,19,U,16080.88,3,0,Ouro
0025988921,10,79,Leste,L01,07,F,12000,26,1,Ouro
0025989413,8,62,Centro-Oeste,CO01,08,F,18000,8,0,Ouro
0025992090,8,45,Centro-Oeste,CO03,,F,420,4,0,Prata
0026000326,13,,Leste,L02,30,F,180,13,1,Prata
0026000881,9,68,Centro-Oeste,CO04,49,F,3000,11,0,Prata
0026002922,14,63,Norte,N03,35,F,360,8,1,Prata
0026003538,6,65,Centro-Oeste,CO02,28,,6000,2,0,Ouro
0026007002,12,65,Sul,S02,52,F,18730.85,15,0,Ouro
0026011603,5,71,Leste,L02,16,F,6000,1,0,Ouro
0026013894,,37,Centro-Oeste,CO04,17,F,0.009999999999999998,5,1,Bronze
0026019256,11,64,Centro-Oeste,CO04,14,M,6000,5,0,Ouro
0026023768,7,50,Leste,L01,35,F,1000,,1,Prata
0026023962,7,71,Leste,L01,32,F,0.009999999999999998,18,0,Bronze
0026024381,9,67,Centro-Oeste,CO04,08,M,4000,5,0,Prata
0026026031,5,60,Norte,N03,23,F,12000,3,1,Ouro
0026027682,10,65,Centro-Oeste,CO02,25,F,0.009999999999999998,8,0,Bronze
0026032430,12,53,Leste,L01,04,F,300,11,0,Prata
0026033321,7,40,Leste,L02,34,F,420,5,0,Prata
0026038684,4,36,Sul,S02,52,F,4000,7,1,Prata
0026039575,10,37,Leste,L01,04,M,1000,4,0,Prata
0026041456,11,50,Centro-Oeste,CO02,14,F,50000,1,0,Platino
0026042088,10,45,Centro-Oeste,CO03,,U,12000,,0,Ouro
0026052865,7,51,Centro-Oeste,CO01,41,M,2500,6,0,Prata
0026056380,9,65,Centro-Oeste,CO02,37,U,6107.639999999999,7,0,Ouro
0026058634,7,,Centro-Oeste,CO01,35,,0.009999999999999998,5,0,Bronze
0026060272,9,47,Leste,L01,16,M,0.009999999999999998,4,0,Bronze
0026069466,12,65,Leste,L01,22,F,6053.339999999999,4,0,Ouro
0026071231,6,35,Norte,N03,52,F,0.009999999999999998,5,0,Bronze
0026076748,7,77,Norte,N03,09,,5500,11,0,Ouro
0026078368,10,53,Leste,L01,12,F,600,8,1,Prata
0026084147,9,58,Leste,L01,14,F,3000,5,0,Prata
0026087227,8,43,Leste,L01,50,F,0.009999999999999998,8,0,Bronze
0026088304,10,67,Centro-Oeste,CO02,44,F,1036.06,11,0,Prata
0026099217,,77,Leste,L01,31,F,15095,27,0,Ouro
0026099934,9,71,Leste,L02,30,U,55000,4,0,Platino
0026102439,8,,Centro-Oeste,CO02,32,M,0.009999999999999998,5,0,Bronze
0026102803,9,66,Leste,L02,28,U,6000,5,0,Ouro
0026103052,8,49,Centro-Oeste,CO04,30,F,0.009999999999999998,9,0,Bronze
0026103230,10,49,Norte,N03,38,F,540,8,0,Prata
0026104644,19,46,Leste,L01,27,F,0.009999999999999998,7,1,Bronze
0026106531,7,53,Oeste,O,47,M,2000,4,1,Prata
0026110210,8,37,Norte,N01,12,F,6000,2,0,Ouro
0026114208,,,Leste,L01,12,U,2000,9,0,Prata
0026121611,4,48,Norte,N02,49,M,0.009999999999999998,5,1,Bronze
0026122316,10,36,Sul,S02,40,F,0.009999999999999998,5,1,Bronze
0026125358,11,51,Leste,L02,53,F,0.009999999999999998,8,0,Bronze
0026127237,9,44,Leste,L02,51,F,241.45999999999998,3,1,Prata
0026127717,7,51,Leste,L01,49,U,9089.689999999999,5,0,Ouro
0026130378,13,51,Centro-Oeste,CO02,45,M,15000,7,0,Ouro
0026133423,13,66,Centro-Oeste,CO04,04,F,6000,1,0,Ouro
0026135183,9,76,Oeste,O,30,F,3000,5,0,Prata
0026135825,10,51,Leste,L02,38,F,480,12,0,Prata
0026136163,10,77,Sul,S02,35,M,12053.349999999999,6,1,Ouro
0026139391,6,,Leste,L01,52,F,0.009999999999999998,8,1,Bronze
0026140608,7,63,Centro-Oeste,CO02,37,M,1500,1,0,Prata
0026141116,4,66,Leste,L01,12,M,3000,8,0,Prata
0026143275,6,59,Leste,L01,48,M,6053.349999999999,7,0,Ouro
0026144387,,37,,,23,F,6000,1,1,Ouro
0026146266,7,62,Leste,L02,01,U,970,6,0,Prata
0026150662,11,48,Leste,L01,48,U,1000,9,0,Prata
0026154684,5,73,,,30,,6000,1,0,Ouro
0026157365,6,73,Leste,L02,08,F,6000,13,0,Ouro
0026157772,8,29,Norte,N01,25,F,0.009999999999999998,5,1,Bronze
0026159740,12,56,Norte,N02,14,U,38.629999999999995,12,0,Prata
0026160242,6,49,Centro-Oeste,CO01,32,M,1500,5,0,Prata
0026168065,7,50,Norte,N02,37,F,0.009999999999999998,4,0,Bronze
0026168685,11,35,,,25,M,798.65,12,1,Prata
0026172801,,49,Leste,L02,41,F,12053.349999999999,5,0,Ouro
0026173069,5,65,Centro-Oeste,CO02,28,M,0.009999999999999998,8,0,Bronze
0026177773,8,59,Centro-Oeste,CO02,18,F,6053.349999999999,5,0,Ouro
0026191334,8,59,Norte,N01,05,,0.009999999999999998,5,0,Bronze
0026191741,5,50,Leste,L01,38,M,6000,2,0,Ouro
0026193906,12,,Leste,L01,04,M,20403.87,3,0,Platino
0026196220,11,66,Leste,L02,14,F,0.009999999999999998,8,0,Bronze
0026197723,16,65,Centro-Oeste,CO04,20,F,5000,5,1,Prata
0026200015,6,56,Norte,N02,32,M,1500,5,0,Prata
0026218410,11,63,Norte,N02,52,F,6000,5,0,Ouro
0026218925,11,65,Norte,N02,18,M,9000,3,0,Ouro
0026222523,7,47,Sul,S02,47,M,1000,9,0,Prata
0026222779,9,,Centro-Oeste,CO02,51,,3000,2,0,Prata
0026224321,11,64,Leste,L01,31,F,14600,5,0,Ouro
0026227835,6,74,Leste,L01,25,,1557.02,12,0,Prata
0026230666,10,77,Leste,L02,51,F,0.009999999999999998,7,0,Bronze
0026232421,6,,Leste,L02,46,F,6000,5,0,Ouro
0026236761,6,46,Leste,L01,10,F,0.009999999999999998,8,0,Bronze
0026239949,8,63,Sul,S02,52,F,0.009999999999999998,8,0,Bronze
0026243598,9,65,Leste,L01,48,,26000.010000000002,9,0,Platino
0026246511,6,34,Centro-Oeste,CO02,53,F,0.019999999999999997,6,0,Prata
0026249324,18,32,Centro-Oeste,CO02,51,M,13098.59,2,0,Ouro
0026255308,11,54,Centro-Oeste,CO02,25,F,420,8,0,Prata
0026262606,12,46,Sul,S02,47,F,6000,8,0,Ouro
0026264986,9,36,Norte,N03,51,U,4700,5,0,Prata
0026266172,5,52,Norte,N03,33,M,2000,5,0,Prata
0026275708,11,32,Centro-Oeste,CO01,10,F,1680,4,0,Prata
0026277522,7,44,Norte,N01,18,M,0.009999999999999998,5,1,Bronze
0026279274,8,64,Leste,L02,37,F,3000,10,0,Prata
0026282887,10,66,Norte,N03,47,F,0.009999999999999998,8,0,Bronze
0026288087,13,70,Centro-Oeste,CO01,37,F,3000,9,0,Prata
0026288486,7,47,Leste,L01,40,,0.009999999999999998,7,0,Bronze
0026299380,,59,Sul,S03,38,F,6000,5,0,Ouro
0026303353,9,50,Leste,L01,01,M,4000,4,0,Prata
0026304686,10,61,Leste,L01,22,M,1440.01,9,0,Prata
0026324873,11,74,Centro-Oeste,CO02,53,M,0.009999999999999998,8,0,Bronze
0026325284,12,55,Norte,N03,23,F,6000,3,1,Ouro
0026328321,12,43,Centro-Oeste,CO02,24,F,100.01,5,1,Prata
0026331144,8,38,Centro-Oeste,CO01,24,F,0.009999999999999998,8,1,Bronze
0026333457,12,45,,,14,M,6000,5,0,Ouro
0026337622,2,61,Centro-Oeste,CO03,,U,4000,2,0,Prata
0026338238,8,36,Leste,L02,30,F,200,9,1,Prata
0026342197,10,,Leste,L01,08,M,18000,9,0,Ouro
0026345536,9,,Leste,L01,34,M,6000,2,0,Ouro
0026350289,8,45,Leste,L01,22,,0.009999999999999998,8,0,Bronze
0026356805,13,61,Norte,N02,35,M,3000,4,0,Prata
0026358263,9,,Centro-Oeste,CO04,52,,6000,2,0,Ouro
0026358743,0,72,Leste,L01,01,M,1250,9,0,Prata
0026359022,6,45,Leste,L01,21,F,6000,4,0,Ouro
0026361159,8,,Sul,S02,02,,6000,2,0,Ouro
0026363046,3,50,Norte,N02,04,F,3000,13,0,Prata
0026365251,13,53,Leste,L01,04,M,4884.25,9,0,Prata
0026370212,12,49,Leste,L02,27,F,0.009999999999999998,5,0,Bronze
0026377438,5,45,Centro-Oeste,CO02,35,F,1000,1,0,Prata
0026377705,9,57,,,15,U,2000,1,0,Prata
0026383004,12,41,Centro-Oeste,CO01,27,M,7500,3,1,Ouro
0026390280,13,37,Centro-Oeste,CO02,42,F,0.009999999999999998,3,0,Bronze
0026403609,6,30,Leste,L01,29,F,6000,6,1,Ouro
0026404370,7,30,Norte,N02,53,,0.009999999999999998,4,0,Bronze
0026407655,11,68,Centro-Oeste,CO02,50,M,0.009999999999999998,7,0,Bronze
0026409399,10,64,Leste,L01,25,F,1000,4,0,Prata
0026413361,11,42,Centro-Oeste,CO02,12,,6000,2,1,Ouro
0026417316,14,,Leste,L01,51,F,3000.01,8,0,Prata
0026429217,12,68,Norte,N03,17,F,6653.339999999999,9,1,Ouro
0026429438,7,36,Oeste,O,15,F,2194.27,9,0,Prata
0026454467,7,59,Leste,L02,23,F,420,4,0,Prata
0026455412,6,32,Leste,L02,25,F,5500,1,0,Ouro
0026455706,9,44,Centro-Oeste,CO03,,M,0.019999999999999997,5,0,Prata
0026461501,11,36,Norte,N02,27,F,6000,8,1,Ouro
0026462516,9,57,Leste,L01,10,M,6000,8,0,Ouro
0026464128,12,62,Centro-Oeste,CO01,45,F,20308.51,3,0,Platino
0026467607,11,43,Leste,L01,51,F,0.009999999999999998,6,1,Bronze
0026468247,5,65,Oeste,O,11,M,12000,8,0,Ouro
0026470055,3,51,Leste,L01,49,M,1019.31,10,0,Prata
0026470934,13,65,Centro-Oeste,CO01,35,,6000,3,0,Ouro
0026474743,9,47,Leste,L01,25,F,100,2,0,Prata
0026484900,9,56,Centro-Oeste,CO02,12,F,8000,2,1,Ouro
0026487160,7,30,Centro-Oeste,CO04,37,F,0.009999999999999998,8,0,Bronze
0026489627,12,47,Norte,N03,35,,6000,2,0,Ouro
0026490579,15,37,Norte,N03,52,F,2000,2,0,Prata
0026498243,11,73,,,08,F,6000,1,1,Ouro
0026501228,10,66,,,22,M,6000,2,0,Ouro
0026510677,8,65,Leste,L01,04,F,10000,4,0,Ouro
0026515423,6,48,Norte,N03,28,M,6000,1,0,Ouro
0026518392,8,67,Leste,L01,08,F,20322.089999999997,3,1,Platino
0026521857,8,77,Leste,L01,42,F,10000,4,0,Ouro
0026532514,11,54,Centro-Oeste,CO04,35,,3000,8,0,Prata
0026536765,11,,Centro-Oeste,CO01,16,U,7100,4,0,Ouro
0026539446,10,48,Leste,L01,10,M,1020,9,0,Prata
0026541149,25,,,,12,F,0.009999999999999998,5,1,Bronze
0026543923,8,71,Norte,N03,25,F,12053.34,6,0,Ouro
0026547562,8,51,Sul,S02,01,,1300,1,0,Prata
0026549557,9,53,Centro-Oeste,CO04,27,F,3000,3,0,Prata
0026552736,11,69,Leste,L02,05,F,6000,2,0,Ouro
0026552965,9,44,Centro-Oeste,CO02,17,,500,8,1,Prata
0026558300,11,39,Centro-Oeste,CO02,12,M,12000,3,0,Ouro
0026558955,4,65,Leste,L02,18,M,6000,1,0,Ouro
0026559536,4,72,Centro-Oeste,CO01,45,F,6026.669999999999,6,0,Ouro
0026561409,10,49,Centro-Oeste,CO04,24,F,6000,7,0,Ouro
0026561778,7,54,Norte,N01,10,M,0.009999999999999998,5,0,Bronze
0026562383,5,34,Norte,N02,52,M,3000,1,0,Prata
0026563703,8,71,Centro-Oeste,CO04,45,M,6000,5,0,Ouro
0026564556,19,38,Oeste,O,50,F,0.009999999999999998,9,1,Bronze
0026566435,8,79,Centro-Oeste,CO04,45,F,6053.349999999999,6,0,Ouro
0026569426,16,47,Leste,L01,41,F,0.009999999999999998,5,0,Bronze
0026572400,15,49,Leste,L01,53,F,0.009999999999999998,5,1,Bronze
0026572729,6,73,Leste,L02,37,M,21000,6,0,Platino
0026574160,9,39,Oeste,O,51,F,0.009999999999999998,8,1,Bronze
0026577593,16,54,Centro-Oeste,CO01,12,M,60,2,0,Prata
0026580632,8,64,Leste,L01,12,F,3000,6,0,Prata
0026584824,3,63,Leste,L01,51,,0.009999999999999998,5,0,Bronze
0026588129,5,62,Centro-Oeste,CO04,24,F,420,4,0,Prata
0026588781,7,40,Centro-Oeste,CO03,,F,0.009999999999999998,7,0,Bronze
0026589028,8,68,Centro-Oeste,CO01,19,F,13884.25,8,0,Ouro
0026589761,3,59,Centro-Oeste,CO02,28,M,3000,5,0,Prata
0026590352,9,,Sul,S02,03,M,7000,4,0,Ouro
0026597039,14,34,Leste,L01,52,F,0.009999999999999998,8,1,Bronze
0026598442,15,48,Centro-Oeste,CO02,28,F,0.019999999999999997,9,0,Prata
0026599198,4,61,Leste,L01,01,F,6053.339999999999,10,0,Ouro
0026599783,12,65,Norte,N02,12,M,3100,8,0,Prata
0026599791,5,40,Oeste,O,,F,0.009999999999999998,5,0,Bronze
0026603551,4,33,Leste,L01,52,F,1680,5,0,Prata
0026614243,9,42,Centro-Oeste,CO04,49,F,3000,9,1,Prata
0026618311,7,59,Leste,L01,53,M,360,8,0,Prata
0026620561,9,53,Centro-Oeste,CO01,08,F,0.009999999999999998,9,0,Bronze
0026635771,,51,Sul,S02,22,F,3000,11,0,Prata
0026641577,17,31,Leste,L02,24,F,150,3,1,Prata
0026642956,11,44,Leste,L01,51,F,0.009999999999999998,5,1,Bronze
0026648520,6,58,Norte,N02,47,F,6200.01,11,0,Ouro
0026650290,15,29,Leste,L02,06,F,1000,2,1,Prata
0026658208,5,72,Sul,S02,22,M,6000,24,0,Ouro
0026665549,5,36,Centro-Oeste,CO04,44,M,100,2,1,Prata
0026669919,3,53,Leste,L01,21,F,0.009999999999999998,7,0,Bronze
0026670240,13,44,Norte,N02,53,F,0.009999999999999998,4,0,Bronze
0026672510,15,69,Leste,L01,04,F,420,19,1,Prata
0026682575,7,44,Norte,N03,10,F,6000,3,0,Ouro
0026687771,7,48,Sul,S02,10,U,3000,4,0,Prata
0026688182,6,61,Leste,L01,01,F,0.009999999999999998,29,0,Bronze
0026688220,11,52,Centro-Oeste,CO02,44,M,2000,5,0,Prata
0026688859,7,37,Leste,L01,16,F,15000,4,1,Ouro
0026690519,4,52,Norte,N02,20,F,480,4,0,Prata
0026691779,9,73,Leste,L01,09,M,4000,1,0,Prata
0026696460,8,43,Centro-Oeste,CO04,44,F,1000,4,1,Prata
0026701537,10,38,Centro-Oeste,CO04,51,F,300,9,1,Prata
0026704986,11,62,Centro-Oeste,CO04,02,M,18194.129999999997,7,0,Ouro
0026710374,10,52,Centro-Oeste,CO02,50,,3000,8,0,Prata
0026715031,7,60,Leste,L01,19,F,4500,5,0,Prata
0026717891,11,64,Leste,L02,24,M,4884.25,8,0,Prata
0026718707,9,60,Centro-Oeste,CO02,50,F,11000.01,4,0,Ouro
0026721929,10,61,Norte,N02,44,M,0.009999999999999998,5,0,Bronze
0026728818,,35,Centro-Oeste,CO02,33,F,0.009999999999999998,5,1,Bronze
0026731789,14,71,Norte,N01,27,,3000,15,0,Prata
0026731967,7,72,Centro-Oeste,CO02,35,F,8000,8,0,Ouro
0026736489,10,60,Centro-Oeste,CO01,52,F,12140.779999999999,12,1,Ouro
0026744368,,76,Norte,N02,06,F,6000,2,0,Ouro
0026750147,7,34,Centro-Oeste,CO01,32,F,1000,1,1,Prata
0026751607,6,36,Leste,L01,38,U,0.019999999999999997,8,0,Prata
0026755890,13,54,Centro-Oeste,CO02,27,M,0.009999999999999998,8,0,Bronze
0026759608,,66,Norte,N02,25,,12000,1,0,Ouro
0026760118,8,25,Centro-Oeste,CO04,37,F,900,4,1,Prata
0026766493,6,24,Leste,L02,,F,0.009999999999999998,4,1,Bronze
0026767023,9,57,Norte,N03,44,,0.009999999999999998,4,0,Bronze
0026769018,,63,Leste,L01,03,F,2000,5,0,Prata
0026770628,13,31,Leste,L01,01,F,0.009999999999999998,6,1,Bronze
0026773619,9,55,Leste,L01,12,F,420,10,0,Prata
0026775468,13,60,Norte,N03,35,M,5000,6,0,Prata
0026775883,9,75,Centro-Oeste,CO04,27,,6000,2,1,Ouro
0026778858,9,70,Centro-Oeste,CO02,51,,0.009999999999999998,5,1,Bronze
0026779943,8,51,Centro-Oeste,CO02,20,F,0.009999999999999998,8,0,Bronze
0026782375,7,54,Leste,L01,38,M,12000,8,0,Ouro
0026786826,3,78,Norte,N02,13,F,1000,1,0,Prata
0026788349,9,43,Centro-Oeste,CO02,35,F,2180.01,5,1,Prata
0026791110,11,55,Leste,L01,53,M,20354.22,3,0,Platino
0026797690,2,,Leste,L02,01,M,10000,4,0,Ouro
0026802422,11,58,Oeste,O,35,F,11000,1,0,Ouro
0026802740,6,60,Norte,N01,51,,3100.01,8,0,Prata
0026804581,12,26,Centro-Oeste,CO01,,F,3000,3,1,Prata
0026805847,4,51,Leste,L01,03,M,2500,5,0,Prata
0026807041,12,49,Centro-Oeste,CO01,49,,0.009999999999999998,8,1,Bronze
0026815257,4,63,Leste,L01,28,F,6000,6,0,Ouro
0026816717,9,38,Leste,L02,39,,0.009999999999999998,8,0,Bronze
0026822962,3,41,Sul,S02,17,F,50,11,0,Prata
0026824043,10,67,Centro-Oeste,CO01,12,F,0.009999999999999998,9,0,Bronze
0026824310,6,75,Centro-Oeste,CO02,52,F,6000,4,1,Ouro
0026826089,15,40,Leste,L01,52,M,0.009999999999999998,5,1,Bronze
0026827271,8,64,,,28,M,6000,1,0,Ouro
0026830310,6,55,Norte,N01,06,M,4200,5,0,Prata
0026831600,6,67,Centro-Oeste,CO02,08,,0.009999999999999998,8,0,Bronze
0026832747,9,51,Norte,N02,05,F,0.009999999999999998,5,0,Bronze
0026837234,7,56,Norte,N02,22,F,1500,5,0,Prata
0026840693,9,64,Norte,N02,02,F,4284.25,12,0,Prata
0026849992,4,29,,,34,F,0.009999999999999998,5,1,Bronze
0026853809,7,47,Leste,L01,18,F,9000,8,1,Ouro
0026856743,4,45,Leste,L01,09,F,1000,5,0,Prata
0026862581,9,51,Centro-Oeste,CO02,19,,0.009999999999999998,5,0,Bronze
0026866986,7,44,Norte,N03,53,F,0.009999999999999998,9,0,Bronze
0026869179,12,45,Centro-Oeste,CO04,33,U,100,1,0,Prata
0026870061,9,42,Centro-Oeste,CO04,54,F,0.009999999999999998,7,1,Bronze
0026875209,4,67,Oeste,O,45,M,1000,12,0,Prata
0026877546,10,62,Norte,N01,52,F,9000,2,0,Ouro
0026878291,3,61,Leste,L01,02,U,0.009999999999999998,7,0,Bronze
0026888165,,44,Centro-Oeste,CO02,19,F,0.009999999999999998,8,1,Bronze
0026890593,10,42,Leste,L01,02,,0.009999999999999998,7,1,Bronze
0026894904,7,31,Leste,L01,35,,0.009999999999999998,8,0,Bronze
0026895420,9,36,Centro-Oeste,CO03,,F,1000,8,1,Prata
0026897016,,53,Centro-Oeste,CO02,10,U,300,9,0,Prata
0026899671,5,,Leste,L01,08,F,3000,8,0,Prata
0026900823,,75,Sul,S03,24,U,3000,12,0,Prata
0026902397,8,59,Norte,N03,16,F,9465.779999999999,4,1,Ouro
0026907399,3,38,Leste,L01,21,F,0.009999999999999998,4,0,Bronze
